Event,Date,UTC time,Local time,Latitude,Longitude,Depth,Magnitude,Mag. type,Max. int,Region,More Info
es2021uvgro,24/10/2021,4:25:16,5:25:16,28.5576,-17.8391,9.6,3.6,mbLg,II,NE FUENCALIENTE DE LA PALMA.IL,
es2021uvdsa,24/10/2021,2:54:50,3:54:50,28.5666,-17.8142,35.8,3.9,mbLg,II,SW VILLA DE MAZO.ILP,
es2021uuuhl,23/10/2021,22:09:47,23:09:47,28.5646,-17.8414,11.2,3.6,mbLg,III,N FUENCALIENTE DE LA PALMA.ILP,
es2021uuprl,23/10/2021,19:54:02,21:54:02,35.4126,-3.6643,8,3.7,mbLg,III,ALBORÁN SUR,
es2021uuhgq,23/10/2021,15:34:49,16:34:49,28.5951,-17.7898,38.1,4.9,mbLg,IV-V,SW VILLA DE MAZO.ILP,
es2021utrfj,23/10/2021,7:28:27,8:28:27,28.5754,-17.816,36.4,4.3,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021utonk,23/10/2021,6:07:00,7:07:00,28.5602,-17.8315,11.1,3.9,mbLg,III-IV,NE FUENCALIENTE DE LA PALMA.IL,
es2021utogi,23/10/2021,5:58:39,6:58:39,28.5543,-17.8302,13.4,3.9,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021utkop,23/10/2021,4:07:38,5:07:38,28.5601,-17.8346,11.6,3.7,mbLg,II,NE FUENCALIENTE DE LA PALMA.IL,
es2021utkjg,23/10/2021,4:00:54,5:00:54,28.5769,-17.8241,36.5,3.8,mbLg,II,SW VILLA DE MAZO.ILP,
es2021uthaq,23/10/2021,2:19:50,3:19:50,28.5759,-17.8309,35.3,3.9,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021utdwp,23/10/2021,0:44:13,1:44:13,28.561,-17.8296,11.4,3.9,mbLg,III-IV,NE FUENCALIENTE DE LA PALMA.IL,
es2021usvlb,22/10/2021,20:28:18,21:28:18,28.5922,-17.8145,36.2,3.7,mbLg,II,SW VILLA DE MAZO.ILP,
es2021usurv,22/10/2021,20:05:55,21:05:55,28.5598,-17.836,11.3,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021usrmh,22/10/2021,18:28:32,19:28:32,28.5592,-17.8376,10.6,3.7,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021usltc,22/10/2021,15:34:36,16:34:36,28.5923,-17.8184,37.4,3.9,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021uslbg,22/10/2021,15:13:58,16:13:58,28.5611,-17.8447,12,3.7,mbLg,III,N FUENCALIENTE DE LA PALMA.ILP,
es2021usduy,22/10/2021,11:34:19,12:34:19,28.5595,-17.8111,11.8,3.7,mbLg,III,SW VILLA DE MAZO.ILP,
es2021usaim,22/10/2021,9:49:06,10:49:06,28.56,-17.8307,12.6,3.7,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021urupe,22/10/2021,6:54:49,7:54:49,28.5868,-17.8245,37.8,4.2,mbLg,III,SW VILLA DE MAZO.ILP,
es2021urrcw,22/10/2021,5:09:46,6:09:46,28.5593,-17.8419,13.9,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021uress,21/10/2021,22:54:03,23:54:03,28.5654,-17.826,32.9,4.4,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021urbpo,21/10/2021,21:19:25,22:19:25,28.57,-17.8259,10.5,3.8,mbLg,III,SW VILLA DE MAZO.ILP,
es2021uqpja,21/10/2021,15:08:06,16:08:06,28.5598,-17.8406,11.6,3.8,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021uppvq,21/10/2021,2:14:49,3:14:49,28.5727,-17.8391,37.1,4.3,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021upmxg,21/10/2021,0:45:47,1:45:47,28.5616,-17.8349,13.6,3.7,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021uorbm,20/10/2021,13:43:56,14:43:56,28.5709,-17.8133,11.2,3.6,mbLg,III,SW VILLA DE MAZO.ILP,
es2021unlnj,19/10/2021,21:48:00,22:48:00,28.5855,-17.8192,38.7,4.8,mbLg,IV-V,SW VILLA DE MAZO.ILP,
es2021undlr,19/10/2021,17:43:32,19:43:32,36.9868,-5.2831,10,4.2,Mw,IV,NW OLVERA.CA,
es2021umwks,19/10/2021,14:10:17,15:10:17,28.5828,-17.8212,35.8,4.5,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021umloj,19/10/2021,8:41:10,9:41:10,28.5717,-17.8061,33.2,3.3,mbLg,IV,SW VILLA DE MAZO.ILP,
es2021ulxif,19/10/2021,1:29:37,2:29:37,28.5679,-17.8581,37.5,3.9,mbLg,II-III,N FUENCALIENTE DE LA PALMA.ILP,
es2021ulpit,18/10/2021,21:27:51,22:27:51,28.559,-17.8214,12.6,3.8,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021uliwb,18/10/2021,18:11:07,19:11:07,28.5632,-17.8351,36.8,3.6,mbLg,I-II,NE FUENCALIENTE DE LA PALMA.IL,
es2021ukvtg,18/10/2021,11:33:56,12:33:56,28.5891,-17.811,37,4.3,mbLg,III,SW VILLA DE MAZO.ILP,
es2021ukcef,18/10/2021,1:40:35,2:40:35,28.5826,-17.8117,37.7,4.1,mbLg,III,SW VILLA DE MAZO.ILP,
es2021ujytw,17/10/2021,23:57:36,0:57:36,28.5713,-17.8223,35.8,4.6,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021ujqfj,17/10/2021,19:38:15,20:38:15,28.5672,-17.8315,35.6,3.6,mbLg,II,SW VILLA DE MAZO.ILP,
es2021ujmgs,17/10/2021,17:38:35,18:38:35,28.5609,-17.8328,12.3,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021uizid,17/10/2021,11:06:12,12:06:12,28.5674,-17.8114,35.2,4,mbLg,III,SW VILLA DE MAZO.ILP,
es2021uijqg,17/10/2021,3:10:47,4:10:47,28.5857,-17.8006,35.3,4.3,mbLg,III,SW VILLA DE MAZO.ILP,
es2021uhhbe,16/10/2021,12:44:34,13:44:34,28.548,-17.84,35.3,3.6,mbLg,II,NE FUENCALIENTE DE LA PALMA.IL,
es2021ugtxs,16/10/2021,6:07:02,7:07:02,28.5843,-17.8175,34.4,4.5,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021ugtyc,16/10/2021,6:07:00,7:07:00,28.5659,-17.8296,36.7,4.3,mbLg,,SW VILLA DE MAZO.ILP,
es2021ugrcy,16/10/2021,4:41:53,5:41:53,28.5623,-17.8283,37,4.6,mbLg,III,SW VILLA DE MAZO.ILP,
es2021ufzzy,15/10/2021,20:03:01,21:03:01,28.5552,-17.8384,12.9,4,mbLg,III-IV,NE FUENCALIENTE DE LA PALMA.IL,
es2021ufvnw,15/10/2021,17:47:42,18:47:42,28.5615,-17.8398,13.3,4,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021ufvit,15/10/2021,17:41:45,19:41:45,38.183,-1.1477,3,3.6,mbLg,III-IV,W FORTUNA.MU,
es2021ufhsh,15/10/2021,10:48:31,11:48:31,28.5808,-17.816,37.2,4.1,mbLg,III,SW VILLA DE MAZO.ILP,
es2021ufagf,15/10/2021,7:02:19,8:02:19,28.576,-17.8228,35.8,4.5,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021uereg,15/10/2021,2:27:17,3:27:17,28.5656,-17.8322,35,4,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021udpvr,14/10/2021,12:38:59,13:38:59,28.5704,-17.8295,36.6,3.8,mbLg,II,SW VILLA DE MAZO.ILP,
es2021uczuq,14/10/2021,4:32:51,5:32:51,28.559,-17.8347,10.5,3.6,mbLg,II-III,NE FUENCALIENTE DE LA PALMA.IL,
es2021uctrv,14/10/2021,1:27:59,2:27:59,28.5871,-17.8131,37.4,4.5,mbLg,IV,SW VILLA DE MAZO.ILP,
es2021uctrz,14/10/2021,1:27:56,2:27:56,28.5772,-17.8496,37.3,4.2,mbLg,,SW VILLA DE MAZO.ILP,
es2021ubycu,13/10/2021,14:33:48,15:33:48,28.5751,-17.8192,35.7,4.4,mbLg,III-IV,SW VILLA DE MAZO.ILP,
es2021uboif,13/10/2021,9:37:01,10:37:01,28.5564,-17.8358,13.3,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021ubbyq,13/10/2021,3:22:09,4:22:09,28.5774,-17.826,37.4,3.9,mbLg,III,SW VILLA DE MAZO.ILP,
es2021uamwo,12/10/2021,19:45:08,20:45:08,28.5918,-17.8245,37.8,3.6,mbLg,II-III,W VILLA DE MAZO.ILP,
es2021uafex,12/10/2021,15:52:20,16:52:20,28.5719,-17.8242,38.1,3.8,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021tzols,12/10/2021,7:25:05,8:25:05,28.5745,-17.8228,37.2,4.1,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tzoeq,12/10/2021,7:16:50,8:16:50,28.5611,-17.8351,12.7,3.7,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021tzfkj,12/10/2021,2:50:47,4:50:47,38.2005,-1.1328,2,3.4,mbLg,III-IV,NW FORTUNA.MU,
es2021tzcul,12/10/2021,1:31:35,2:31:35,28.5555,-17.8341,13.3,3.7,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021tyvdc,11/10/2021,21:39:13,22:39:13,28.5559,-17.8385,13.2,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021tytiy,11/10/2021,20:45:25,22:45:25,42.8111,-1.4938,0,4.1,Mw,III-IV,NW LIZOÁIN-ARRIASGOITI.NA,
es2021tycsd,11/10/2021,12:20:53,13:20:53,28.5625,-17.8344,13.7,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021twzvu,10/10/2021,21:46:27,22:46:27,28.5856,-17.8256,38.1,4.3,mbLg,III,SW VILLA DE MAZO.ILP,
es2021twird,10/10/2021,13:05:40,14:05:40,28.5639,-17.842,37.5,4,mbLg,II-III,N FUENCALIENTE DE LA PALMA.ILP,
es2021twgij,10/10/2021,11:54:46,12:54:46,28.5762,-17.8203,36.6,4.1,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021twbkt,10/10/2021,9:26:27,10:26:27,28.582,-17.8182,37.1,3.7,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021tvmpw,10/10/2021,1:57:22,2:57:22,28.5603,-17.8118,33.8,3.8,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021tvcqg,09/10/2021,20:54:45,21:54:45,28.5571,-17.8332,11.3,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021tvbsx,09/10/2021,20:27:30,21:27:30,28.5509,-17.821,35.9,3.8,mbLg,II-III,NE FUENCALIENTE DE LA PALMA.IL,
es2021tvazs,09/10/2021,20:05:35,21:05:35,28.5791,-17.8362,35.6,3.9,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tuthy,09/10/2021,16:12:17,17:12:17,28.5875,-17.8286,38,3.6,mbLg,II,SW VILLA DE MAZO.ILP,
es2021turyx,09/10/2021,15:31:28,16:31:28,28.5568,-17.8417,13.2,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021tuqgj,09/10/2021,14:39:49,15:39:49,28.5696,-17.834,13.4,3.6,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tuidf,09/10/2021,10:33:36,11:33:36,28.5685,-17.837,12.4,3.6,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tufzs,09/10/2021,9:28:42,10:28:42,28.5872,-17.7969,30.8,3.8,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021ttnbq,08/10/2021,23:55:06,0:55:06,28.5839,-17.8229,38.4,4.2,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tssdp,08/10/2021,13:20:56,14:20:56,28.5976,-17.8039,37.7,3.6,mbLg,II-III,W VILLA DE MAZO.ILP,
es2021tsqzq,08/10/2021,12:46:00,13:46:00,28.5735,-17.8458,12.3,3.9,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tskzf,08/10/2021,9:43:43,11:43:43,42.389,2.3251,0,3.8,mbLg,II,NE SETCASES.GI,
es2021tryrn,08/10/2021,3:31:03,4:31:03,28.581,-17.83,37.7,3.8,mbLg,III,SW VILLA DE MAZO.ILP,
es2021trbnm,07/10/2021,15:49:15,16:49:15,28.5753,-17.844,10.5,3.6,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tqyub,07/10/2021,14:26:04,15:26:04,28.5817,-17.8323,36.6,3.8,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tqsob,07/10/2021,11:17:10,12:17:10,28.5761,-17.7924,34.8,4.3,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tptxn,06/10/2021,22:50:30,23:50:30,28.5616,-17.8377,11.4,3.7,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021tptqh,06/10/2021,22:42:04,23:42:04,28.551,-17.8325,13.2,3.9,mbLg,III-IV,NE FUENCALIENTE DE LA PALMA.IL,
es2021tpmev,06/10/2021,18:56:43,19:56:43,28.5824,-17.8236,36.5,3.7,mbLg,II-III,SW VILLA DE MAZO.ILP,
es2021toxua,06/10/2021,11:39:40,12:39:40,28.5587,-17.8336,12.1,3.7,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL,
es2021topkf,06/10/2021,7:25:47,8:25:47,28.5583,-17.8362,36.9,3.6,mbLg,II,NE FUENCALIENTE DE LA PALMA.IL,
es2021tomwd,06/10/2021,6:08:43,8:08:43,36.4935,-7.749,31,3.9,mbLg,,GOLFO DE CÁDIZ,
es2021tngtz,05/10/2021,13:57:06,14:57:06,28.5786,-17.8284,37.3,3.6,mbLg,II,SW VILLA DE MAZO.ILP,
es2021tmvzm,05/10/2021,8:29:25,9:29:25,28.5685,-17.8476,11.6,3.6,mbLg,III,N FUENCALIENTE DE LA PALMA.ILP,
es2021tmmii,05/10/2021,3:36:38,4:36:38,28.6168,-17.8083,37.6,3.9,mbLg,III,NW VILLA DE MAZO.ILP,
es2021tlvgc,04/10/2021,18:58:51,19:58:51,28.5679,-17.8423,10.5,3.7,mbLg,III-IV,N FUENCALIENTE DE LA PALMA.ILP,
es2021tlmkh,04/10/2021,14:30:59,15:30:59,28.5651,-17.829,10.5,3.7,mbLg,III,SW VILLA DE MAZO.ILP,
es2021tkagc,03/10/2021,19:14:37,20:14:37,28.5629,-17.8261,12,3.7,mbLg,III,SW VILLA DE MAZO.ILP,
es2021thqva,02/10/2021,12:12:45,13:12:45,28.5611,-17.8423,11.3,3.6,mbLg,III,N FUENCALIENTE DE LA PALMA.ILP,
es2021tfzgw,01/10/2021,14:13:01,15:13:01,28.5621,-17.853,10.4,3.6,mbLg,III,N FUENCALIENTE DE LA PALMA.ILP,
es2021smjdw,20/09/2021,20:32:46,21:32:46,28.6148,-17.901,0.3,3.8,mbLg,III,SE TAZACORTE.ILP,
es2021sjtgv,19/09/2021,10:16:45,11:16:45,28.6163,-17.8695,0.3,3.8,mbLg,III-IV,S EL PASO.ILP,
es2021sifou,18/09/2021,14:12:15,16:12:15,36.9172,-10.5353,35,3.6,mbLg,,SW CABO DE SAN VICENTE,
es2021rdbfa,01/09/2021,12:51:59,14:51:59,35.4355,-3.6538,4,4.1,Mw,III,ALBORÁN SUR,
es2021qyiwl,29/08/2021,23:04:32,1:04:32,38.0983,0.1569,7,3.8,mbLg,II,MEDITERRÁNEO-CABO DE PALOS,
es2021qvqdk,28/08/2021,11:20:50,13:20:50,35.4545,-3.6202,0,5.1,Mw,IV,ALBORÁN SUR,
es2021qsmoq,26/08/2021,18:08:41,20:08:41,34.8446,-5.2145,20,3.6,mbLg,,E ZOUMI.MAC,
es2021qiypt,21/08/2021,12:53:43,14:53:43,36.3712,-9.0799,6,3.9,mbLg,,SW CABO DE SAN VICENTE,
es2021ptdwj,12/08/2021,21:25:12,23:25:12,37.1705,-3.787,0,4.6,mbLg,V,SW CHAUCHINA.GR,
es2021pomwr,10/08/2021,8:18:11,10:18:11,36.1067,-10.5913,33,3.8,mbLg,,SW CABO DE SAN VICENTE,
es2021pkqzh,08/08/2021,5:50:39,7:50:39,35.3843,-3.5447,30,3.6,mbLg,III,ALBORÁN SUR,
es2021pisln,07/08/2021,4:19:16,6:19:16,35.4648,-3.6241,11,4.4,Mw,III,ALBORÁN SUR,
es2021paigh,02/08/2021,14:06:10,16:06:10,35.4886,-3.6928,0,3.8,mbLg,III,ALBORÁN SUR,
es2021oygfe,01/08/2021,10:48:19,12:48:19,35.4734,-3.6069,1,3.6,mbLg,III,ALBORÁN SUR,
es2021oumkf,30/07/2021,9:24:02,11:24:02,35.4099,-3.6274,6,3.6,mbLg,III,ALBORÁN SUR,
es2021oumav,30/07/2021,9:13:03,11:13:03,35.4978,-3.6597,0,4.2,Mw,III,ALBORÁN SUR,
es2021oulnr,30/07/2021,8:58:51,10:58:51,35.4144,-3.635,4,4.5,Mw,III,ALBORÁN SUR,
es2021oukxm,30/07/2021,8:38:53,10:38:53,35.4474,-3.6204,4,4.3,Mw,III,ALBORÁN SUR,
es2021nlydk,11/07/2021,11:40:03,13:40:03,35.4397,-3.6789,7,4.3,Mw,III,ALBORÁN SUR,
es2021lxckl,19/06/2021,3:23:06,5:23:06,35.4843,-3.6428,2,4.7,Mw,III,ALBORÁN SUR,
es2021luyql,17/06/2021,23:11:41,1:11:41,38.6549,-0.349,0,2.9,mbLg,III-IV,SW ALCOLEJA.A,
es2021luauh,17/06/2021,11:08:50,13:08:50,42.7747,-11.0428,30,3.8,mbLg,,ATLÁNTICO-GALICIA,
es2021kmosf,30/05/2021,3:39:00,5:39:00,42.3593,3.2282,0,2.8,mbLg,III-IV,NE EL PORT DE LA SELVA.GI,
es2021kaadz,23/05/2021,6:42:15,8:42:15,35.4417,-3.6981,1,4.2,Mw,III,ALBORÁN SUR,
es2021jzzju,23/05/2021,6:18:39,8:18:39,35.3674,-3.6901,2,4.1,Mw,III,NE ALHUCEMAS.MAC,
es2021jwrzi,21/05/2021,11:10:55,13:10:55,35.449,-3.6549,0,4.1,Mw,III,ALBORÁN SUR,
es2021jvtbu,20/05/2021,22:35:32,0:35:32,42.0982,-7.4867,0,3.6,Mw,III-IV,NW LAZA.OU,
es2021jmafc,15/05/2021,14:51:39,16:51:39,42.1143,-7.4907,1,3.4,mbLg,III-IV,NW LAZA.OU,
es2021jkrte,14/05/2021,21:27:16,23:27:16,42.0885,-7.4716,0,3.4,mbLg,III-IV,NW LAZA.OU,
es2021jfksd,12/05/2021,0:13:59,2:13:59,35.5543,-9.0633,35,3.7,mbLg,,SW CABO DE SAN VICENTE,
es2021imzmk,01/05/2021,22:10:06,0:10:06,35.4227,-3.6167,2,4.3,Mw,III,ALBORÁN SUR,
es2021igueb,28/04/2021,12:40:51,14:40:51,35.4957,-3.6635,0,4.1,Mw,III,ALBORÁN SUR,
es2021gbsbh,28/03/2021,7:01:35,9:01:35,37.2244,-3.7755,0,3.3,mbLg,III-IV,NE FUENTE VAQUEROS.GR,
es2021folhm,21/03/2021,0:52:47,1:52:47,37.1683,-3.78,0,2.9,mbLg,III-IV,SW CHAUCHINA.GR,
es2021fnhwo,20/03/2021,10:01:07,11:01:07,37.1935,-3.7284,0,2.1,mbLg,III-IV,NW SANTA FE.GR,
es2021fjqnm,18/03/2021,9:51:36,10:51:36,38.8519,-9.0265,2,3.7,mbLg,,SE POVOA DE SANTA IRIA.POR,
es2021fixdr,18/03/2021,0:04:05,1:04:05,36.7884,5.4158,0,6,Mw,II,MEDITERRÁNEO-ARGELIA,
